x (mm),Ic(A),Adjusted x(mm),Ic Calibrated (A),4 Reading Running Avg,3 Reading Running Avg,2 Reading Running Avg,30 % drop line,,,,,,,,,,,,
591.15,58.16,47.54,88.56,87.83,88.69,91.86,57.75,,,,,,,,,,,,
593.11,62.49,49.50,95.15,85.67,87.59,88.75,57.75,,,,,,,,,,,,
595.07,54.08,51.46,82.35,83.60,82.51,83.80,57.75,,,,,,,,,,,,
597.03,55.99,53.42,85.26,83.01,84.01,82.58,57.75,,,,,,,,,,,,
598.99,52.48,55.38,79.91,81.38,82.26,83.39,57.75,,,,,,,,,,,,
600.95,57.05,57.34,86.87,82.44,81.88,83.44,57.75,,,,,,,,,,,,
602.91,52.54,59.30,80.00,84.80,80.97,79.38,57.75,,,,,,,,,,,,
604.88,51.72,61.27,78.75,85.77,86.40,81.45,57.75,,,,,,,,,,,,
606.84,55.26,63.23,84.14,85.94,88.10,90.23,57.75,,,,,,,,,,,,
608.8,63.25,65.19,96.31,84.68,86.54,90.08,57.75,,,,,,,,,,,,
610.76,55.07,67.15,83.86,82.55,80.80,81.65,57.75,,,,,,,,,,,,
612.72,52.17,69.11,79.44,80.66,82.11,79.28,57.75,,,,,,,,,,,,
614.68,51.96,71.07,79.12,82.91,81.07,83.45,57.75,,,,,,,,,,,,
616.64,57.65,73.03,87.78,85.95,84.17,82.04,57.75,,,,,,,,,,,,
618.6,50.11,74.99,76.30,87.97,85.33,82.36,57.75,,,,,,,,,,,,
620.56,58.07,76.95,88.42,89.90,91.85,89.85,57.75,,,,,,,,,,,,
622.52,59.94,78.91,91.27,89.49,90.39,93.57,57.75,,,,,,,,,,,,
624.48,62.96,80.87,95.87,89.52,88.90,89.95,57.75,,,,,,,,,,,,
626.34,55.18,82.73,84.02,86.31,87.41,85.41,57.75,,,,,,,,,,,,
628.3,57,84.69,86.79,84.63,87.07,89.10,57.75,,,,,,,,,,,,
630.36,60.03,86.75,91.41,82.32,83.91,87.21,57.75,,,,,,,,,,,,
632.23,54.51,88.62,83.00,82.13,79.29,80.16,57.75,,,,,,,,,,,,
634.19,50.77,90.58,77.31,80.26,81.85,77.43,57.75,,,,,,,,,,,,
636.24,50.93,92.63,77.55,79.91,81.24,84.11,57.75,,,,,,,,,,,,
638.11,59.55,94.50,90.68,81.22,80.69,83.09,57.75,,,,,,,,,,,,
640.18,49.58,96.57,75.50,79.71,78.06,75.70,57.75,,,,,,,,,,,,
642.06,49.85,98.45,75.91,81.70,81.11,79.35,57.75,,,,,,,,,,,,
644.03,54.37,100.42,82.79,82.88,83.63,83.72,57.75,,,,,,,,,,,,
646.01,55.59,102.40,84.65,80.67,82.91,84.05,57.75,,,,,,,,,,,,
647.99,54.8,104.38,83.44,79.12,79.34,82.04,57.75,,,,,,,,,,,,
649.96,52.95,106.35,80.63,80.35,77.67,77.29,57.75,,,,,,,,,,,,
651.94,48.57,108.33,73.96,79.94,80.25,76.20,57.75,,,,,,,,,,,,
653.92,51.51,110.31,78.43,82.46,81.93,83.40,57.75,,,,,,,,,,,,
655.99,58.03,112.38,88.36,83.31,83.80,83.68,57.75,,,,,,,,,,,,
657.87,51.88,114.26,79.00,81.31,81.62,81.52,57.75,,,,,,,,,,,,
659.85,55.19,116.24,84.04,82.17,82.08,82.93,57.75,,,,,,,,,,,,
661.83,53.74,118.22,81.83,80.86,81.55,81.11,57.75,,,,,,,,,,,,
663.8,52.79,120.19,80.38,81.49,80.53,81.41,57.75,,,,,,,,,,,,
665.78,54.14,122.17,82.44,80.90,81.86,80.60,57.75,,,,,,,,,,,,
667.76,51.73,124.15,78.77,82.71,80.39,81.57,57.75,,,,,,,,,,,,
669.73,55.41,126.12,84.37,83.59,84.02,81.20,57.75,,,,,,,,,,,,
671.71,51.24,128.10,78.02,83.17,83.32,83.84,57.75,,,,,,,,,,,,
673.69,58.88,130.08,89.66,81.87,84.89,85.97,57.75,,,,,,,,,,,,
675.66,54.04,132.05,82.29,80.30,79.27,82.51,57.75,,,,,,,,,,,,
677.64,54.33,134.03,82.73,85.63,79.63,77.76,57.75,,,,,,,,,,,,
679.62,47.81,136.01,72.80,83.80,86.60,78.08,57.75,,,,,,,,,,,,
681.6,54.75,137.99,83.37,85.09,87.47,93.49,57.75,,,,,,,,,,,,
683.57,68.05,139.96,103.62,84.56,85.67,89.52,57.75,,,,,,,,,,,,
685.55,49.53,141.94,75.42,76.39,78.21,76.69,57.75,,,,,,,,,,,,
687.52,51.2,143.91,77.96,77.25,76.71,79.61,57.75,,,,,,,,,,,,
689.49,53.36,145.88,81.25,78.84,77.01,76.09,57.75,,,,,,,,,,,,
691.45,46.58,147.84,70.93,77.30,78.04,74.89,57.75,,,,,,,,,,,,
693.41,51.78,149.80,78.85,79.03,79.42,81.59,57.75,,,,,,,,,,,,
695.38,55.39,151.77,84.34,78.02,79.09,79.71,57.75,,,,,,,,,,,,
697.34,49.31,153.73,75.08,77.49,75.92,76.47,57.75,,,,,,,,,,,,
699.31,51.13,155.70,77.86,78.40,78.29,76.33,57.75,,,,,,,,,,,,
701.27,49.13,157.66,74.81,78.41,78.59,78.50,57.75,,,,,,,,,,,,
703.23,53.98,159.62,82.20,78.45,79.61,80.47,57.75,,,,,,,,,,,,
705.2,51.72,161.59,78.75,77.52,77.21,78.31,57.75,,,,,,,,,,,,
707.16,51.14,163.55,77.87,78.60,77.10,76.43,57.75,,,,,,,,,,,,
709.12,49.25,165.51,74.99,79.73,78.85,76.72,57.75,,,,,,,,,,,,
711.09,51.52,167.48,78.45,81.07,81.31,80.77,57.75,,,,,,,,,,,,
713.05,54.57,169.44,83.09,80.10,81.94,82.74,57.75,,,,,,,,,,,,
715.01,54.1,171.40,82.38,81.37,79.10,81.37,57.75,,,,,,,,,,,,
716.98,52.77,173.37,80.35,81.78,81.03,77.46,57.75,,,,,,,,,,,,
718.94,48.97,175.33,74.57,87.11,82.26,81.37,57.75,,,,,,,,,,,,
720.9,57.9,177.29,88.16,90.15,91.29,86.10,57.75,,,,,,,,,,,,
722.87,55.19,179.26,84.04,88.18,90.81,92.85,57.75,,,,,,,,,,,,
724.83,66.77,181.22,101.67,86.53,89.56,94.20,57.75,,,,,,,,,,,,
726.79,56.96,183.18,86.73,81.39,81.48,83.50,57.75,,,,,,,,,,,,
728.76,52.71,185.15,80.26,78.45,79.61,78.85,57.75,,,,,,,,,,,,
730.72,50.86,187.11,77.44,76.78,77.84,79.28,57.75,,,,,,,,,,,,
732.69,53.27,189.08,81.11,77.62,76.56,78.04,57.75,,,,,,,,,,,,
734.65,49.23,191.04,74.96,76.03,76.45,74.28,57.75,,,,,,,,,,,,
736.61,48.33,193.00,73.59,76.86,76.38,77.19,57.75,,,,,,,,,,,,
738.58,53.06,194.97,80.79,80.48,77.95,77.78,57.75,,,,,,,,,,,,
740.54,49.1,196.93,74.76,80.01,80.37,76.52,57.75,,,,,,,,,,,,
742.5,51.41,198.89,78.28,81.04,81.75,83.18,57.75,,,,,,,,,,,,
744.47,57.84,200.86,88.07,81.01,81.96,83.49,57.75,,,,,,,,,,,,
746.43,51.82,202.82,78.91,81.71,78.65,78.90,57.75,,,,,,,,,,,,
748.4,51.81,204.79,78.89,82.99,82.64,78.53,57.75,,,,,,,,,,,,
750.36,51.33,206.75,78.16,84.07,84.35,84.52,57.75,,,,,,,,,,,,
752.33,59.68,208.72,90.87,85.20,86.04,87.45,57.75,,,,,,,,,,,,
754.29,55.18,210.68,84.02,82.49,83.30,83.63,57.75,,,,,,,,,,,,
756.25,54.66,212.64,83.23,82.64,81.98,82.94,57.75,,,,,,,,,,,,
758.22,54.28,214.61,82.65,83.24,82.44,81.35,57.75,,,,,,,,,,,,
760.18,52.57,216.57,80.05,84.13,83.43,82.34,57.75,,,,,,,,,,,,
762.15,55.58,218.54,84.63,85.80,85.49,85.13,57.75,,,,,,,,,,,,
764.11,56.23,220.50,85.62,86.04,86.19,85.92,57.75,,,,,,,,,,,,
766.07,56.62,222.46,86.22,84.55,86.17,86.47,57.75,,,,,,,,,,,,
768.04,56.95,224.43,86.72,81.53,83.99,86.15,57.75,,,,,,,,,,,,
770,56.21,226.39,85.59,78.86,79.80,82.63,57.75,,,,,,,,,,,,
771.97,52.32,228.36,79.67,77.10,76.62,76.91,57.75,,,,,,,,,,,,
773.93,48.7,230.32,74.16,77.70,76.24,75.09,57.75,,,,,,,,,,,,
775.89,49.93,232.28,76.03,79.28,78.89,77.28,57.75,,,,,,,,,,,,
777.86,51.58,234.25,78.54,80.10,80.37,80.32,57.75,,,,,,,,,,,,
779.82,53.91,236.21,82.09,80.56,80.62,81.28,57.75,,,,,,,,,,,,
781.79,52.85,238.18,80.47,80.41,80.05,79.89,57.75,,,,,,,,,,,,
783.75,52.08,240.14,79.30,80.50,80.38,79.84,57.75,,,,,,,,,,,,
785.72,52.79,242.11,80.38,82.08,80.90,80.92,57.75,,,,,,,,,,,,
787.7,53.5,244.09,81.46,82.24,82.65,81.15,57.75,,,,,,,,,,,,
789.69,53.09,246.08,80.84,81.04,82.50,83.24,57.75,,,,,,,,,,,,
791.68,56.24,248.07,85.64,82.17,81.10,83.33,57.75,,,,,,,,,,,,
793.66,53.21,250.05,81.02,81.14,81.02,78.84,57.75,,,,,,,,,,,,
795.65,50.34,252.04,76.65,80.24,81.18,81.02,57.75,,,,,,,,,,,,
797.64,56.07,254.03,85.38,81.85,81.43,83.44,57.75,,,,,,,,,,,,
799.62,53.53,256.01,81.51,80.72,80.67,79.46,57.75,,,,,,,,,,,,
801.61,50.84,258.00,77.41,79.13,80.45,80.25,57.75,,,,,,,,,,,,
803.6,54.57,259.99,83.09,79.86,79.70,81.97,57.75,,,,,,,,,,,,
805.58,53.1,261.97,80.86,80.85,78.78,78.01,57.75,,,,,,,,,,,,
807.57,49.36,263.96,75.16,80.65,80.85,77.75,57.75,,,,,,,,,,,,
809.56,52.76,265.95,80.34,84.24,82.48,83.70,57.75,,,,,,,,,,,,
811.54,57.17,267.93,87.05,87.89,85.54,83.56,57.75,,,,,,,,,,,,
813.53,52.58,269.92,80.06,86.54,88.16,84.78,57.75,,,,,,,,,,,,
815.52,58.77,271.91,89.49,89.58,88.70,92.21,57.75,,,,,,,,,,,,
817.5,62.35,273.89,94.94,87.04,89.61,88.30,57.75,,,,,,,,,,,,
819.49,53.63,275.88,81.66,84.01,84.40,86.94,57.75,,,,,,,,,,,,
821.48,60.56,277.87,92.21,83.70,84.79,85.77,57.75,,,,,,,,,,,,
823.46,52.1,279.85,79.33,84.48,80.86,81.08,57.75,,,,,,,,,,,,
825.45,54.39,281.84,82.82,86.41,86.20,81.62,57.75,,,,,,,,,,,,
827.43,52.82,283.82,80.43,87.43,87.61,87.89,57.75,,,,,,,,,,,,
829.42,62.62,285.81,95.35,88.52,89.76,91.20,57.75,,,,,,,,,,,,
831.41,57.17,287.80,87.05,87.64,86.24,86.97,57.75,,,,,,,,,,,,
833.39,57.06,289.78,86.89,89.22,87.83,85.83,57.75,,,,,,,,,,,,
835.38,55.68,291.77,84.78,87.54,89.99,88.31,57.75,,,,,,,,,,,,
837.36,60.31,293.75,91.83,86.97,88.45,92.60,57.75,,,,,,,,,,,,
839.32,61.31,295.71,93.36,84.70,85.35,86.76,57.75,,,,,,,,,,,,
841.28,52.65,297.67,80.17,82.92,81.82,81.35,57.75,,,,,,,,,,,,
843.25,54.2,299.64,82.53,84.70,83.84,82.64,57.75,,,,,,,,,,,,
845.21,54.35,301.60,82.76,85.56,85.42,84.49,57.75,,,,,,,,,,,,
847.17,56.63,303.56,86.23,85.97,86.49,86.75,57.75,,,,,,,,,,,,
849.13,57.31,305.52,87.27,85.19,85.89,86.63,57.75,,,,,,,,,,,,
851.1,56.47,307.49,85.99,84.42,84.50,85.20,57.75,,,,,,,,,,,,
853.06,55.43,309.45,84.40,82.77,83.90,83.76,57.75,,,,,,,,,,,,
855.02,54.58,311.41,83.11,81.75,82.22,83.65,57.75,,,,,,,,,,,,
856.99,55.29,313.38,84.19,82.67,81.30,81.78,57.75,,,,,,,,,,,,
858.95,52.12,315.34,79.36,82.98,82.17,79.85,57.75,,,,,,,,,,,,
860.91,52.76,317.30,80.34,84.03,84.19,83.57,57.75,,,,,,,,,,,,
862.87,57,319.26,86.79,84.71,85.26,86.12,57.75,,,,,,,,,,,,
864.84,56.11,321.23,85.44,83.84,84.02,84.49,57.75,,,,,,,,,,,,
866.8,54.87,323.19,83.55,82.11,83.30,83.31,57.75,,,,,,,,,,,,
868.76,54.55,325.15,83.06,80.76,81.63,83.18,57.75,,,,,,,,,,,,
870.72,54.7,327.11,83.29,80.04,80.00,80.91,57.75,,,,,,,,,,,,
872.69,51.57,329.08,78.53,80.44,78.95,78.35,57.75,,,,,,,,,,,,
874.65,51.34,331.04,78.18,81.34,81.08,79.17,57.75,,,,,,,,,,,,
876.61,52.64,333.00,80.16,81.49,82.39,82.53,57.75,,,,,,,,,,,,
878.58,55.76,334.97,84.91,82.57,81.93,83.51,57.75,,,,,,,,,,,,
880.54,53.93,336.93,82.12,80.84,81.79,80.44,57.75,,,,,,,,,,,,
882.5,51.73,338.89,78.77,80.22,80.42,81.63,57.75,,,,,,,,,,,,
884.46,55.49,340.85,84.49,80.23,80.71,81.24,57.75,,,,,,,,,,,,
886.43,51.22,342.82,77.99,81.20,78.81,78.82,57.75,,,,,,,,,,,,
888.39,52.3,344.78,79.64,80.68,82.27,79.21,57.75,,,,,,,,,,,,
890.36,51.74,346.75,78.78,80.18,81.02,83.59,57.75,,,,,,,,,,,,
892.32,58.05,348.71,88.39,81.02,80.64,82.14,57.75,,,,,,,,,,,,
894.29,49.84,350.68,75.89,79.71,78.56,76.77,57.75,,,,,,,,,,,,
896.25,50.99,352.64,77.64,82.00,80.98,79.90,57.75,,,,,,,,,,,,
898.22,53.95,354.61,82.15,82.74,83.45,82.65,57.75,,,,,,,,,,,,
900.18,54.61,356.57,83.15,77.57,82.94,84.10,57.75,,,,,,,,,,,,
902.15,55.85,358.54,85.04,74.86,75.70,82.83,57.75,,,,,,,,,,,,
904.11,52.94,360.50,80.61,56.77,71.47,71.03,57.75,,,,,,,,,,,,
906.08,40.36,362.47,61.46,41.16,48.82,66.90,57.75,,,,,,,,,,,,
908.04,47.51,364.43,72.34,29.79,34.40,42.50,57.75,,,,,,,,,,,,
910.01,8.31,366.40,12.65,17.06,15.60,15.42,57.75,,,,,,,,,,,,
911.97,11.95,368.36,18.20,22.78,18.53,17.08,57.75,,,,,,,,,,,,
913.94,10.48,370.33,15.96,22.84,24.31,18.69,57.75,,,,,,,,,,,,
915.9,14.07,372.29,21.42,22.38,25.14,28.48,57.75,,,,,,,,,,,,
917.87,23.34,374.26,35.54,23.32,22.70,27.00,57.75,,,,,,,,,,,,
919.84,12.12,376.23,18.46,21.90,19.25,16.28,57.75,,,,,,,,,,,,
921.8,9.26,378.19,14.10,24.10,23.04,19.64,57.75,,,,,,,,,,,,
923.77,16.54,380.16,25.19,28.26,27.43,27.52,57.75,,,,,,,,,,,,
925.73,19.6,382.12,29.84,28.78,29.28,28.55,57.75,,,,,,,,,,,,
927.7,17.9,384.09,27.26,26.57,28.42,29.00,57.75,,,,,,,,,,,,
929.66,20.19,386.05,30.74,22.01,26.35,29.00,57.75,,,,,,,,,,,,
931.63,17.9,388.02,27.26,26.00,19.09,24.15,57.75,,,,,,,,,,,,
933.59,13.82,389.98,21.04,26.22,25.59,15.01,57.75,,,,,,,,,,,,
935.57,5.9,391.96,8.98,25.39,27.94,27.86,57.75,,,,,,,,,,,,
937.55,30.69,393.94,46.73,28.80,30.87,37.42,57.75,,,,,,,,,,,,
939.52,18.46,395.91,28.11,30.10,22.83,22.93,57.75,,,,,,,,,,,,
941.5,11.66,397.89,17.75,37.27,30.76,20.18,57.75,,,,,,,,,,,,
943.47,14.85,399.86,22.61,45.53,43.78,37.26,57.75,,,,,,,,,,,,
945.45,34.09,401.84,51.91,51.59,53.16,54.36,57.75,,,,,,,,,,,,
947.43,37.31,403.82,56.81,51.52,51.48,53.79,57.75,,,,,,,,,,,,
949.4,33.34,405.79,50.77,50.66,49.76,48.82,57.75,,,,,,,,,,,,
951.38,30.78,407.77,46.87,49.88,50.62,49.25,57.75,,,,,,,,,,,,
953.35,33.91,409.74,51.63,52.34,50.88,52.50,57.75,,,,,,,,,,,,
955.33,35.05,411.72,53.37,52.46,52.57,50.50,57.75,,,,,,,,,,,,
957.31,31.28,413.70,47.63,55.09,52.15,52.18,57.75,,,,,,,,,,,,
959.28,37.25,415.67,56.72,64.24,57.57,54.41,57.75,,,,,,,,,,,,
961.26,34.22,417.65,52.11,69.74,66.74,58.00,57.75,,,,,,,,,,,,
963.24,41.96,419.63,63.89,65.76,75.61,74.06,57.75,,,,,,,,,,,,
965.21,55.31,421.60,84.22,60.51,66.38,81.47,57.75,,,,,,,,,,,,
967.19,51.7,423.58,78.72,48.14,52.61,57.47,57.75,,,,,,,,,,,,
969.16,23.78,425.55,36.21,37.80,37.95,39.55,57.75,,,,,,,,,,,,
971.14,28.17,427.53,42.89,37.29,38.33,38.81,57.75,,,,,,,,,,,,
973.12,22.81,429.51,34.73,37.17,35.42,36.05,57.75,,,,,,,,,,,,
975.09,24.54,431.48,37.37,38.32,37.98,35.77,57.75,,,,,,,,,,,,
977.07,22.44,433.46,34.17,39.70,38.64,38.28,57.75,,,,,,,,,,,,
979.04,27.84,435.43,42.39,54.71,41.54,40.87,57.75,,,,,,,,,,,,
981.02,25.84,437.41,39.35,64.36,58.82,41.11,57.75,,,,,,,,,,,,
983,28.16,439.39,42.88,75.47,72.70,68.56,57.75,,,,,,,,,,,,
984.97,61.89,441.36,94.24,84.86,86.33,87.62,57.75,,,,,,,,,,,,
986.94,53.19,443.33,80.99,82.58,81.74,82.38,57.75,,,,,,,,,,,,
988.91,55.01,445.30,83.76,82.48,83.11,82.11,57.75,,,,,,,,,,,,
990.88,52.84,447.27,80.46,80.80,82.06,82.79,57.75,,,,,,,,,,,,
992.85,55.9,449.24,85.12,79.84,80.91,82.86,57.75,,,,,,,,,,,,
994.82,52.93,451.21,80.60,77.44,78.08,78.81,57.75,,,,,,,,,,,,
996.8,50.58,453.19,77.02,77.27,76.39,76.82,57.75,,,,,,,,,,,,
998.77,50.32,455.16,76.62,77.79,77.36,76.08,57.75,,,,,,,,,,,,
1000.74,49.61,457.13,75.54,79.75,78.18,77.73,57.75,,,,,,,,,,,,
1002.71,52.48,459.10,79.91,83.60,81.16,79.49,57.75,,,,,,,,,,,,
1004.68,51.93,461.07,79.07,82.66,84.83,81.78,57.75,,,,,,,,,,,,
1006.65,55.48,463.04,84.48,82.34,83.86,87.71,57.75,,,,,,,,,,,,
1008.62,59.72,465.01,90.94,81.76,81.63,83.55,57.75,,,,,,,,,,,,
1010.6,50.02,466.99,76.17,79.38,78.70,76.98,57.75,,,,,,,,,,,,
1012.57,51.09,468.96,77.79,82.28,80.45,79.97,57.75,,,,,,,,,,,,
1014.54,53.95,470.93,82.15,83.24,83.77,81.78,57.75,,,,,,,,,,,,
1016.51,53.46,472.90,81.40,83.30,83.60,84.58,57.75,,,,,,,,,,,,
1018.48,57.63,474.87,87.75,81.31,83.93,84.70,57.75,,,,,,,,,,,,
1020.45,53.62,476.84,81.65,80.44,79.17,82.02,57.75,,,,,,,,,,,,
1022.42,54.11,478.81,82.39,78.64,80.03,77.92,57.75,,,,,,,,,,,,
1024.39,48.24,480.78,73.46,76.26,77.38,78.85,57.75,,,,,,,,,,,,
1026.37,55.33,482.76,84.25,75.99,77.19,79.35,57.75,,,,,,,,,,,,
1028.34,48.89,484.73,74.45,75.40,73.24,73.66,57.75,,,,,,,,,,,,
1030.31,47.86,486.70,72.88,77.54,75.71,72.63,57.75,,,,,,,,,,,,
1032.28,47.54,488.67,72.39,80.85,79.09,77.13,57.75,,,,,,,,,,,,
1034.25,53.77,490.64,81.88,79.25,83.67,82.45,57.75,,,,,,,,,,,,
1036.22,54.52,492.61,83.02,69.35,78.37,84.56,57.75,,,,,,,,,,,,
1038.19,56.55,494.58,86.11,53.38,64.79,76.04,57.75,,,,,,,,,,,,
1040.17,43.33,496.56,65.98,39.87,42.47,54.13,57.75,,,,,,,,,,,,
1042.15,27.77,498.54,42.29,35.17,31.17,30.72,57.75,,,,,,,,,,,,
1044.14,12.58,500.53,19.16,34.42,32.80,25.61,57.75,,,,,,,,,,,,
1046.13,21.06,502.52,32.07,49.40,39.51,39.63,57.75,,,,,,,,,,,,
1048.12,30.99,504.51,47.19,62.85,55.17,43.23,57.75,,,,,,,,,,,,
1050.11,25.79,506.50,39.27,71.18,68.06,59.16,57.75,,,,,,,,,,,,
1052.1,51.92,508.49,79.06,82.49,81.82,82.46,57.75,,,,,,,,,,,,
1054.09,56.39,510.48,85.87,83.15,83.64,83.20,57.75,,,,,,,,,,,,
1056.08,52.89,512.47,80.54,81.81,82.24,82.52,57.75,,,,,,,,,,,,
1058.07,55.5,514.46,84.51,82.55,82.23,83.09,57.75,,,,,,,,,,,,
1060.06,53.64,516.45,81.68,80.18,81.90,81.09,57.75,,,,,,,,,,,,
1062.05,52.87,518.44,80.51,79.23,79.68,82.01,57.75,,,,,,,,,,,,
1064.04,54.84,520.43,83.51,77.52,78.80,79.26,57.75,,,,,,,,,,,,
1066.03,49.27,522.42,75.02,77.59,75.53,76.45,57.75,,,,,,,,,,,,
1068.02,51.14,524.41,77.87,78.87,78.44,75.78,57.75,,,,,,,,,,,,
1070.01,48.39,526.40,73.68,80.47,79.20,78.73,57.75,,,,,,,,,,,,
1072,55.02,528.39,83.78,81.32,82.73,81.96,57.75,,,,,,,,,,,,
1073.99,52.63,530.38,80.14,79.58,80.50,82.21,57.75,,,,,,,,,,,,
1075.98,55.35,532.37,84.28,80.35,79.39,80.68,57.75,,,,,,,,,,,,
1077.97,50.62,534.36,77.08,79.63,79.04,76.95,57.75,,,,,,,,,,,,
1079.96,50.45,536.35,76.82,80.31,80.48,80.02,57.75,,,,,,,,,,,,
1081.94,54.65,538.33,83.22,81.31,81.47,82.31,57.75,,,,,,,,,,,,
1083.89,53.46,540.28,81.40,81.09,80.67,80.60,57.75,,,,,,,,,,,,
1085.85,52.41,542.24,79.80,82.19,80.99,80.31,57.75,,,,,,,,,,,,
1087.8,53.07,544.19,80.81,85.44,82.98,81.58,57.75,,,,,,,,,,,,
1089.75,54.08,546.14,82.35,84.32,86.98,84.07,57.75,,,,,,,,,,,,
1091.71,56.34,548.10,85.79,82.80,84.98,89.30,57.75,,,,,,,,,,,,
1093.66,60.95,550.05,92.81,80.59,81.80,84.58,57.75,,,,,,,,,,,,
1095.62,50.14,552.01,76.35,77.51,76.52,76.30,57.75,,,,,,,,,,,,
1097.57,50.08,553.96,76.26,76.43,77.90,76.60,57.75,,,,,,,,,,,,
1099.53,50.53,555.92,76.94,77.28,76.49,78.72,57.75,,,,,,,,,,,,
1101.48,52.87,557.87,80.51,76.50,77.39,76.26,57.75,,,,,,,,,,,,
1103.44,47.3,559.83,72.02,77.78,75.17,75.83,57.75,,,,,,,,,,,,
1105.39,52.3,561.78,79.64,79.71,79.70,76.74,57.75,,,,,,,,,,,,
1107.34,48.5,563.73,73.85,80.56,79.73,79.73,57.75,,,,,,,,,,,,
1109.3,56.22,565.69,85.61,83.92,82.80,82.67,57.75,,,,,,,,,,,,
1111.25,52.36,567.64,79.73,83.65,83.35,81.40,57.75,,,,,,,,,,,,
1113.21,54.55,569.60,83.06,85.06,84.95,85.16,57.75,,,,,,,,,,,,
1115.16,57.31,571.55,87.27,85.69,85.72,85.90,57.75,,,,,,,,,,,,
1117.12,55.51,573.51,84.53,82.51,85.16,84.95,57.75,,,,,,,,,,,,
1119.07,56.07,575.46,85.38,83.95,81.84,85.48,57.75,,,,,,,,,,,,
1121.02,56.2,577.41,85.58,81.26,83.47,80.06,57.75,,,,,,,,,,,,
1122.98,48.96,579.37,74.55,79.73,79.82,82.42,57.75,,,,,,,,,,,,
1124.93,59.3,581.32,90.30,80.26,81.46,82.45,57.75,,,,,,,,,,,,
1126.89,49,583.28,74.61,79.12,76.92,77.04,57.75,,,,,,,,,,,,
1128.84,52.19,585.23,79.47,82.06,80.63,78.07,57.75,,,,,,,,,,,,
1130.8,50.35,587.19,76.67,82.64,82.92,81.21,57.75,,,,,,,,,,,,
1132.77,56.31,589.16,85.74,82.59,84.63,86.05,57.75,,,,,,,,,,,,
1134.74,56.71,591.13,86.35,82.50,81.54,84.07,57.75,,,,,,,,,,,,
1136.71,53.71,593.10,81.78,84.39,81.22,79.13,57.75,,,,,,,,,,,,
1138.68,50.22,595.07,76.47,84.76,85.26,80.93,57.75,,,,,,,,,,,,
1140.65,56.08,597.04,85.39,87.32,87.53,89.65,57.75,,,,,,,,,,,,
1142.62,61.67,599.01,93.91,87.15,87.97,88.59,57.75,,,,,,,,,,,,
1144.59,54.69,600.98,83.28,86.58,84.90,85.00,57.75,,,,,,,,,,,,
1146.56,56.95,602.95,86.72,88.16,87.68,85.71,57.75,,,,,,,,,,,,
1148.53,55.62,604.92,84.69,88.73,88.64,88.16,57.75,,,,,,,,,,,,
1150.5,60.17,606.89,91.62,89.03,90.07,90.61,57.75,,,,,,,,,,,,
1152.47,58.84,608.86,89.60,89.22,88.16,89.30,57.75,,,,,,,,,,,,
1154.45,58.45,610.84,89.00,86.80,89.09,87.45,57.75,,,,,,,,,,,,
1156.42,56.41,612.81,85.90,88.02,86.07,89.14,57.75,,,,,,,,,,,,
1158.39,60.67,614.78,92.38,86.63,88.73,86.15,57.75,,,,,,,,,,,,
1160.36,52.49,616.75,79.93,86.84,84.71,86.91,57.75,,,,,,,,,,,,
1162.33,61.66,618.72,93.89,88.49,89.14,87.10,57.75,,,,,,,,,,,,
1164.3,52.74,620.69,80.31,85.41,86.69,86.76,57.75,,,,,,,,,,,,
1166.27,61.22,622.66,93.22,86.31,87.11,89.88,57.75,,,,,,,,,,,,
1168.24,56.83,624.63,86.54,84.97,84.00,84.06,57.75,,,,,,,,,,,,
1170.21,53.58,626.60,81.59,85.01,84.45,82.74,57.75,,,,,,,,,,,,
1172.18,55.09,628.57,83.89,86.70,86.15,85.88,57.75,,,,,,,,,,,,
1174.15,57.71,630.54,87.88,88.98,87.64,87.29,57.75,,,,,,,,,,,,
1176.12,56.94,632.51,86.70,91.44,89.35,87.53,57.75,,,,,,,,,,,,
1178.09,58.02,634.48,88.35,91.73,93.02,90.68,57.75,,,,,,,,,,,,
1180.06,61.08,636.45,93.01,92.44,92.85,95.35,57.75,,,,,,,,,,,,
1182.05,64.16,638.44,97.70,88.95,92.26,92.78,57.75,,,,,,,,,,,,
1184.03,57.7,640.42,87.86,85.17,86.03,89.53,57.75,,,,,,,,,,,,
1186.02,59.9,642.41,91.21,83.94,84.28,85.12,57.75,,,,,,,,,,,,
1188,51.9,644.39,79.03,82.40,81.52,80.81,57.75,,,,,,,,,,,,
1189.99,54.24,646.38,82.59,84.60,83.53,82.77,57.75,,,,,,,,,,,,
1191.97,54.47,648.36,82.94,86.04,85.27,83.99,57.75,,,,,,,,,,,,
1193.95,55.85,650.34,85.04,87.73,87.08,86.44,57.75,,,,,,,,,,,,
1195.94,57.68,652.33,87.83,88.67,88.62,88.10,57.75,,,,,,,,,,,,
1197.92,58.03,654.31,88.36,89.56,88.95,89.02,57.75,,,,,,,,,,,,
1199.91,58.89,656.30,89.67,88.93,89.96,89.24,57.75,,,,,,,,,,,,
1201.89,58.32,658.28,88.80,89.08,88.69,90.11,57.75,,,,,,,,,,,,
1203.88,60.03,660.27,91.41,89.85,89.17,88.63,57.75,,,,,,,,,,,,
1205.86,56.38,662.25,85.85,88.79,89.33,88.05,57.75,,,,,,,,,,,,
1207.84,59.27,664.23,90.25,87.92,89.76,91.07,57.75,,,,,,,,,,,,
