x (mm),Ic(A),Adjusted x(mm),Ic Calibrated (A),4 Reading Running Avg,3 Reading Running Avg,2 Reading Running Avg,30 % drop line,,,,,,,,,,,,
4880.11,55.83,4336.50,85.01,82.30,83.14,83.58,57.75,,,,,,,,,,,,
4882.11,53.95,4338.50,82.15,81.65,81.40,82.21,57.75,,,,,,,,,,,,
4884.1,54.03,4340.49,82.27,85.02,81.48,81.02,57.75,,,,,,,,,,,,
4886.1,52.39,4342.49,79.77,85.73,85.94,81.09,57.75,,,,,,,,,,,,
4888.09,54.12,4344.48,82.41,89.36,87.71,89.02,57.75,,,,,,,,,,,,
4890.09,62.8,4346.48,95.63,90.72,91.68,90.36,57.75,,,,,,,,,,,,
4892.08,55.89,4348.47,85.10,88.48,89.09,89.70,57.75,,,,,,,,,,,,
4894.07,61.93,4350.46,94.30,87.72,89.60,91.08,57.75,,,,,,,,,,,,
4896.07,57.7,4352.46,87.86,86.44,85.53,87.25,57.75,,,,,,,,,,,,
4898.06,56.9,4354.45,86.64,84.93,85.97,84.36,57.75,,,,,,,,,,,,
4900.06,53.9,4356.45,82.07,82.69,84.35,85.63,57.75,,,,,,,,,,,,
4902.05,58.57,4358.44,89.18,81.50,82.89,85.49,57.75,,,,,,,,,,,,
4904.05,53.72,4360.44,81.80,79.41,78.93,79.74,57.75,,,,,,,,,,,,
4906.05,51.02,4362.44,77.69,80.50,78.61,77.50,57.75,,,,,,,,,,,,
4908.06,50.77,4364.45,77.31,80.27,81.43,79.07,57.75,,,,,,,,,,,,
4910.08,53.08,4366.47,80.83,81.22,81.26,83.50,57.75,,,,,,,,,,,,
4912.09,56.59,4368.48,86.17,81.99,81.36,81.47,57.75,,,,,,,,,,,,
4914.11,50.42,4370.50,76.77,79.50,80.60,78.95,57.75,,,,,,,,,,,,
4916.12,53.28,4372.51,81.13,81.10,80.40,82.52,57.75,,,,,,,,,,,,
4918.14,55.1,4374.53,83.90,80.35,81.09,80.04,57.75,,,,,,,,,,,,
4920.16,50.03,4376.55,76.18,80.36,79.16,79.69,57.75,,,,,,,,,,,,
4922.17,54.64,4378.56,83.20,81.13,81.75,80.65,57.75,,,,,,,,,,,,
4924.19,51.29,4380.58,78.10,79.82,80.43,81.03,57.75,,,,,,,,,,,,
4926.2,55.14,4382.59,83.96,79.90,80.39,81.60,57.75,,,,,,,,,,,,
4928.22,52.04,4384.61,79.24,79.27,78.55,78.60,57.75,,,,,,,,,,,,
4930.23,51.2,4386.62,77.96,78.66,79.28,78.20,57.75,,,,,,,,,,,,
4932.25,51.51,4388.64,78.43,78.32,78.90,79.93,57.75,,,,,,,,,,,,
4934.27,53.48,4390.66,81.43,79.65,78.29,79.13,57.75,,,,,,,,,,,,
4936.28,50.45,4392.67,76.82,80.46,79.06,76.71,57.75,,,,,,,,,,,,
4938.3,50.31,4394.69,76.61,81.31,81.68,80.18,57.75,,,,,,,,,,,,
4940.31,55,4396.70,83.75,83.05,82.88,84.21,57.75,,,,,,,,,,,,
4942.33,55.61,4398.72,84.68,81.79,82.82,82.45,57.75,,,,,,,,,,,,
4944.34,52.68,4400.73,80.22,80.38,80.83,81.89,57.75,,,,,,,,,,,,
4946.36,54.88,4402.75,83.57,79.76,80.43,81.13,57.75,,,,,,,,,,,,
4948.38,51.68,4404.77,78.69,77.65,78.49,78.86,57.75,,,,,,,,,,,,
4950.39,51.9,4406.78,79.03,75.03,77.30,78.39,57.75,,,,,,,,,,,,
4952.41,51.06,4408.80,77.75,75.04,73.70,76.44,57.75,,,,,,,,,,,,
4954.42,49.34,4410.81,75.13,75.67,74.13,71.67,57.75,,,,,,,,,,,,
4956.43,44.8,4412.82,68.22,76.73,75.85,73.63,57.75,,,,,,,,,,,,
4958.42,51.91,4414.81,79.04,79.31,79.57,79.66,57.75,,,,,,,,,,,,
4960.41,52.72,4416.80,80.28,81.93,79.39,79.84,57.75,,,,,,,,,,,,
4962.39,52.14,4418.78,79.39,82.68,82.48,78.95,57.75,,,,,,,,,,,,
4964.38,51.56,4420.77,78.51,86.58,83.77,84.02,57.75,,,,,,,,,,,,
4966.37,58.8,4422.76,89.53,87.37,89.28,86.41,57.75,,,,,,,,,,,,
4968.35,54.69,4424.74,83.28,85.64,86.65,89.15,57.75,,,,,,,,,,,,
4970.34,62.4,4426.73,95.02,86.64,86.43,88.34,57.75,,,,,,,,,,,,
4972.33,53.63,4428.72,81.66,82.95,83.85,82.13,57.75,,,,,,,,,,,,
4974.31,54.25,4430.70,82.61,83.68,83.38,84.94,57.75,,,,,,,,,,,,
4976.3,57.32,4432.69,87.28,84.05,84.04,83.77,57.75,,,,,,,,,,,,
4978.29,52.71,4434.68,80.26,81.89,82.98,82.42,57.75,,,,,,,,,,,,
4980.28,55.54,4436.67,84.57,79.27,82.44,84.33,57.75,,,,,,,,,,,,
4982.26,55.23,4438.65,84.10,78.76,77.50,81.37,57.75,,,,,,,,,,,,
4984.25,51.65,4440.64,78.65,77.53,76.98,74.20,57.75,,,,,,,,,,,,
4986.24,45.81,4442.63,69.76,75.60,77.16,76.15,57.75,,,,,,,,,,,,
4988.22,54.21,4444.61,82.55,77.64,77.55,80.86,57.75,,,,,,,,,,,,
4990.21,52,4446.60,79.18,76.10,76.00,75.05,57.75,,,,,,,,,,,,
4992.2,46.58,4448.59,70.93,75.48,75.07,74.41,57.75,,,,,,,,,,,,
4994.19,51.15,4450.58,77.89,78.39,77.00,77.15,57.75,,,,,,,,,,,,
4996.17,50.18,4452.56,76.41,78.22,78.56,76.56,57.75,,,,,,,,,,,,
4998.16,50.38,4454.55,76.71,80.27,78.82,79.64,57.75,,,,,,,,,,,,
5000.15,54.22,4456.54,82.56,84.11,81.46,79.87,57.75,,,,,,,,,,,,
5002.13,50.69,4458.52,77.19,83.73,84.63,80.91,57.75,,,,,,,,,,,,
5004.12,55.58,4460.51,84.63,86.53,85.91,88.35,57.75,,,,,,,,,,,,
5006.11,60.46,4462.50,92.06,87.41,87.16,86.55,57.75,,,,,,,,,,,,
5008.1,53.22,4464.49,81.04,83.94,85.86,84.71,57.75,,,,,,,,,,,,
5010.1,58.04,4466.49,88.38,83.64,84.91,88.27,57.75,,,,,,,,,,,,
5012.1,57.9,4468.49,88.16,80.10,82.06,83.17,57.75,,,,,,,,,,,,
5014.1,51.34,4470.49,78.18,76.86,77.41,79.01,57.75,,,,,,,,,,,,
5016.09,52.44,4472.48,79.85,75.72,76.42,77.03,57.75,,,,,,,,,,,,
5018.09,48.74,4474.48,74.22,74.19,74.35,74.71,57.75,,,,,,,,,,,,
5020.09,49.39,4476.48,75.21,76.39,74.18,74.41,57.75,,,,,,,,,,,,
5022.09,48.35,4478.48,73.62,70.52,76.78,73.66,57.75,,,,,,,,,,,,
5024.09,48.4,4480.48,73.70,69.49,69.49,78.37,57.75,,,,,,,,,,,,
5026.08,54.53,4482.47,83.03,70.51,68.09,67.39,57.75,,,,,,,,,,,,
5028.08,33.98,4484.47,51.74,66.99,66.34,60.61,57.75,,,,,,,,,,,,
5030.08,45.63,4486.47,69.48,69.44,72.07,73.64,57.75,,,,,,,,,,,,
5032.08,51.09,4488.47,77.79,69.89,69.43,73.37,57.75,,,,,,,,,,,,
5034.08,45.28,4490.47,68.95,69.01,67.25,65.25,57.75,,,,,,,,,,,,
5036.07,40.42,4492.46,61.55,71.11,69.03,66.41,57.75,,,,,,,,,,,,
5038.07,46.8,4494.46,71.26,74.05,74.30,72.78,57.75,,,,,,,,,,,,
5040.07,48.79,4496.46,74.29,76.77,74.97,75.82,57.75,,,,,,,,,,,,
5042.07,50.79,4498.46,77.34,75.77,77.59,75.31,57.75,,,,,,,,,,,,
5044.07,48.13,4500.46,73.29,74.38,75.24,77.72,57.75,,,,,,,,,,,,
5046.06,53.95,4502.45,82.15,75.50,74.74,76.22,57.75,,,,,,,,,,,,
5048.06,46.16,4504.45,70.29,74.30,73.28,71.04,57.75,,,,,,,,,,,,
5050.06,47.15,4506.45,71.80,75.79,75.64,74.77,57.75,,,,,,,,,,,,
5052.06,51.06,4508.45,77.75,76.13,77.12,77.56,57.75,,,,,,,,,,,,
5054.06,50.81,4510.45,77.37,77.81,75.59,76.81,57.75,,,,,,,,,,,,
5056.06,50.07,4512.45,76.24,76.27,77.96,74.70,57.75,,,,,,,,,,,,
5058.07,48.05,4514.46,73.17,75.43,76.28,78.82,57.75,,,,,,,,,,,,
5060.08,55.48,4516.47,84.48,76.41,76.18,77.83,57.75,,,,,,,,,,,,
5062.09,46.75,4518.48,71.19,74.22,73.72,72.03,57.75,,,,,,,,,,,,
5064.1,47.86,4520.49,72.88,76.05,75.23,74.99,57.75,,,,,,,,,,,,
5066.1,50.64,4522.49,77.11,76.13,77.11,76.41,57.75,,,,,,,,,,,,
5068.11,49.72,4524.50,75.71,76.49,75.81,77.11,57.75,,,,,,,,,,,,
5070.12,51.56,4526.51,78.51,76.67,76.74,75.85,57.75,,,,,,,,,,,,
5072.13,48.07,4528.52,73.20,77.33,76.06,75.86,57.75,,,,,,,,,,,,
5074.14,51.57,4530.53,78.53,79.63,78.70,77.49,57.75,,,,,,,,,,,,
5076.15,50.21,4532.54,76.45,82.05,80.00,78.79,57.75,,,,,,,,,,,,
5078.16,53.28,4534.55,81.13,82.85,83.92,81.78,57.75,,,,,,,,,,,,
5080.17,54.13,4536.56,82.42,83.21,83.42,85.32,57.75,,,,,,,,,,,,
5082.18,57.93,4538.57,88.21,81.46,83.47,83.92,57.75,,,,,,,,,,,,
5084.19,52.3,4540.58,79.64,78.23,79.21,81.11,57.75,,,,,,,,,,,,
5086.2,54.23,4542.59,82.58,75.67,77.76,78.99,57.75,,,,,,,,,,,,
5088.21,49.52,4544.60,75.40,73.33,73.37,75.35,57.75,,,,,,,,,,,,
5090.22,49.45,4546.61,75.30,73.90,72.64,72.35,57.75,,,,,,,,,,,,
5092.23,45.58,4548.62,69.40,74.01,73.44,71.32,57.75,,,,,,,,,,,,
5094.23,48.09,4550.62,73.23,80.03,75.55,75.46,57.75,,,,,,,,,,,,
5096.24,51.02,4552.63,77.69,80.56,82.29,76.71,57.75,,,,,,,,,,,,
5098.25,49.73,4554.64,75.72,83.89,81.52,84.59,57.75,,,,,,,,,,,,
5100.26,61.38,4556.65,93.46,83.64,86.61,84.41,57.75,,,,,,,,,,,,
5102.27,49.49,4558.66,75.36,76.47,80.36,83.19,57.75,,,,,,,,,,,,
5104.28,59.77,4560.67,91.01,80.81,76.84,82.87,57.75,,,,,,,,,,,,
5106.29,49.07,4562.68,74.72,74.64,77.41,69.75,57.75,,,,,,,,,,,,
5108.29,42.54,4564.68,64.78,76.52,74.62,78.76,57.75,,,,,,,,,,,,
5110.28,60.91,4566.67,92.75,77.52,80.44,79.54,57.75,,,,,,,,,,,,
5112.28,43.56,4568.67,66.33,71.90,72.45,74.29,57.75,,,,,,,,,,,,
5114.28,54.01,4570.67,82.24,73.11,73.75,75.50,57.75,,,,,,,,,,,,
5116.27,45.16,4572.66,68.77,72.38,70.07,69.51,57.75,,,,,,,,,,,,
5118.27,46.14,4574.66,70.26,75.80,73.59,70.72,57.75,,,,,,,,,,,,
5120.27,46.75,4576.66,71.19,77.63,77.64,75.25,57.75,,,,,,,,,,,,
5122.27,52.09,4578.66,79.32,77.16,79.78,80.87,57.75,,,,,,,,,,,,
5124.26,54.13,4580.65,82.42,73.21,76.43,80.01,57.75,,,,,,,,,,,,
5126.26,50.96,4582.65,77.60,66.23,70.14,73.44,57.75,,,,,,,,,,,,
5128.26,45.5,4584.65,69.28,62.69,62.44,66.41,57.75,,,,,,,,,,,,
5130.25,41.73,4586.64,63.54,61.75,60.50,59.02,57.75,,,,,,,,,,,,
5132.25,35.79,4588.64,54.50,63.31,61.15,58.97,57.75,,,,,,,,,,,,
5134.25,41.67,4590.64,63.45,67.35,66.25,64.48,57.75,,,,,,,,,,,,
5136.25,43.02,4592.64,65.51,69.25,68.64,67.65,57.75,,,,,,,,,,,,
5138.24,45.84,4594.63,69.80,68.55,70.50,70.21,57.75,,,,,,,,,,,,
5140.24,46.38,4596.63,70.62,66.69,68.13,70.85,57.75,,,,,,,,,,,,
5142.24,46.68,4598.63,71.08,68.88,65.37,66.88,57.75,,,,,,,,,,,,
5144.24,41.17,4600.63,62.69,65.78,68.14,62.52,57.75,,,,,,,,,,,,
5146.23,40.95,4602.62,62.35,70.22,66.82,70.87,57.75,,,,,,,,,,,,
5148.23,52.13,4604.62,79.38,71.21,72.85,69.05,57.75,,,,,,,,,,,,
5150.23,38.56,4606.62,58.72,68.08,68.49,69.58,57.75,,,,,,,,,,,,
5152.22,52.83,4608.61,80.44,70.20,71.21,73.38,57.75,,,,,,,,,,,,
5154.22,43.55,4610.61,66.31,65.59,66.79,66.59,57.75,,,,,,,,,,,,
5156.22,43.91,4612.61,66.86,65.73,65.35,67.02,57.75,,,,,,,,,,,,
5158.24,44.12,4614.63,67.18,64.60,65.35,64.59,57.75,,,,,,,,,,,,
5160.25,40.72,4616.64,62.00,64.07,63.74,64.43,57.75,,,,,,,,,,,,
5162.27,43.91,4618.66,66.86,66.00,64.76,64.60,57.75,,,,,,,,,,,,
5164.28,40.94,4620.67,62.34,68.51,65.71,63.71,57.75,,,,,,,,,,,,
5166.29,42.74,4622.68,65.08,70.69,70.56,67.39,57.75,,,,,,,,,,,,
5168.31,45.78,4624.70,69.71,73.98,72.56,73.30,57.75,,,,,,,,,,,,
5170.32,50.5,4626.71,76.90,73.79,75.40,73.98,57.75,,,,,,,,,,,,
5172.34,46.67,4628.73,71.06,71.11,72.76,74.66,57.75,,,,,,,,,,,,
5174.35,51.39,4630.74,78.25,71.87,71.12,73.61,57.75,,,,,,,,,,,,
5176.37,45.29,4632.76,68.96,70.54,69.74,67.55,57.75,,,,,,,,,,,,
5178.38,43.44,4634.77,66.15,71.63,71.06,70.13,57.75,,,,,,,,,,,,
5180.39,48.67,4636.78,74.11,73.49,73.46,73.52,57.75,,,,,,,,,,,,
5182.41,47.9,4638.80,72.94,73.18,73.29,73.14,57.75,,,,,,,,,,,,
5184.42,48.16,4640.81,73.33,73.70,73.26,73.46,57.75,,,,,,,,,,,,
5186.44,48.33,4642.83,73.59,72.47,73.82,73.23,57.75,,,,,,,,,,,,
5188.45,47.85,4644.84,72.86,72.79,72.10,73.93,57.75,,,,,,,,,,,,
5190.47,49.26,4646.86,75.01,73.82,72.76,71.72,57.75,,,,,,,,,,,,
5192.48,44.94,4648.87,68.43,72.15,73.42,71.64,57.75,,,,,,,,,,,,
5194.5,49.16,4650.89,74.86,70.47,73.39,75.92,57.75,,,,,,,,,,,,
5196.51,50.56,4652.90,76.99,70.66,69.01,72.66,57.75,,,,,,,,,,,,
5198.52,44.87,4654.91,68.32,70.58,68.55,65.03,57.75,,,,,,,,,,,,
5200.54,40.54,4656.93,61.73,73.96,71.33,68.66,57.75,,,,,,,,,,,,
5202.55,49.64,4658.94,75.59,76.98,78.04,76.14,57.75,,,,,,,,,,,,
5204.57,50.36,4660.96,76.68,74.08,77.44,79.26,57.75,,,,,,,,,,,,
5206.58,53.75,4662.97,81.85,72.81,73.22,77.82,57.75,,,,,,,,,,,,
5208.58,48.46,4664.97,73.79,70.37,69.80,68.90,57.75,,,,,,,,,,,,
5210.56,42.04,4666.95,64.01,69.75,69.23,67.81,57.75,,,,,,,,,,,,
5212.54,47.02,4668.93,71.60,72.71,71.66,71.83,57.75,,,,,,,,,,,,
5214.53,47.33,4670.92,72.07,72.26,73.08,71.69,57.75,,,,,,,,,,,,
5216.51,46.83,4672.90,71.31,74.48,72.32,73.59,57.75,,,,,,,,,,,,
5218.5,49.83,4674.89,75.88,74.00,75.53,72.83,57.75,,,,,,,,,,,,
5220.48,45.83,4676.87,69.79,71.84,73.38,75.36,57.75,,,,,,,,,,,,
5222.46,53.15,4678.85,80.93,70.31,72.53,75.18,57.75,,,,,,,,,,,,
5224.45,45.59,4680.84,69.42,69.47,66.78,68.32,57.75,,,,,,,,,,,,
5226.43,44.15,4682.82,67.23,72.58,69.49,65.45,57.75,,,,,,,,,,,,
5228.42,41.82,4684.81,63.68,73.87,74.36,70.62,57.75,,,,,,,,,,,,
5230.4,50.93,4686.79,77.55,73.54,77.26,79.70,57.75,,,,,,,,,,,,
5232.38,53.75,4688.77,81.85,63.37,72.20,77.12,57.75,,,,,,,,,,,,
5234.37,47.54,4690.76,72.39,58.94,57.21,67.37,57.75,,,,,,,,,,,,
5236.35,40.95,4692.74,62.35,59.53,54.46,49.62,57.75,,,,,,,,,,,,
5238.34,24.22,4694.73,36.88,63.41,58.58,50.51,57.75,,,,,,,,,,,,
5240.32,42.12,4696.71,64.14,73.61,72.25,69.44,57.75,,,,,,,,,,,,
5242.3,49.08,4698.69,74.73,77.33,76.77,76.30,57.75,,,,,,,,,,,,
5244.29,51.14,4700.68,77.87,79.01,78.20,77.79,57.75,,,,,,,,,,,,
5246.27,51.03,4702.66,77.70,76.92,79.38,78.36,57.75,,,,,,,,,,,,
5248.26,51.89,4704.65,79.01,77.46,76.66,80.22,57.75,,,,,,,,,,,,
5250.24,53.48,4706.63,81.43,76.51,76.94,75.49,57.75,,,,,,,,,,,,
5252.22,45.67,4708.61,69.54,78.02,74.87,74.69,57.75,,,,,,,,,,,,
5254.21,52.43,4710.60,79.84,79.09,80.85,77.53,57.75,,,,,,,,,,,,
5256.2,49.4,4712.59,75.22,79.77,78.85,81.35,57.75,,,,,,,,,,,,
5258.19,57.45,4714.58,87.48,80.28,81.29,80.66,57.75,,,,,,,,,,,,
5260.19,48.49,4716.58,73.84,77.01,77.88,78.20,57.75,,,,,,,,,,,,
5262.19,54.22,4718.58,82.56,76.67,78.07,79.90,57.75,,,,,,,,,,,,
5264.19,50.72,4720.58,77.23,73.62,74.70,75.83,57.75,,,,,,,,,,,,
5266.19,48.88,4722.58,74.43,73.28,72.41,73.44,57.75,,,,,,,,,,,,
5268.19,47.58,4724.58,72.45,72.31,72.90,71.41,57.75,,,,,,,,,,,,
5270.19,46.21,4726.58,70.36,72.79,72.26,73.13,57.75,,,,,,,,,,,,
5272.19,49.84,4728.58,75.89,76.73,73.60,73.20,57.75,,,,,,,,,,,,
5274.19,46.31,4730.58,70.52,79.05,77.01,72.46,57.75,,,,,,,,,,,,
5276.19,48.86,4732.58,74.40,79.47,81.90,80.25,57.75,,,,,,,,,,,,
5278.18,56.55,4734.57,86.11,80.26,81.17,85.64,57.75,,,,,,,,,,,,
5280.18,55.94,4736.57,85.18,77.94,78.31,78.69,57.75,,,,,,,,,,,,
5282.18,47.42,4738.57,72.21,75.70,75.53,74.88,57.75,,,,,,,,,,,,
5284.18,50.93,4740.57,77.55,77.73,76.86,77.19,57.75,,,,,,,,,,,,
5286.18,50.46,4742.57,76.84,77.10,77.79,76.52,57.75,,,,,,,,,,,,
5288.18,50.04,4744.57,76.20,75.19,77.19,78.27,57.75,,,,,,,,,,,,
5290.18,52.77,4746.57,80.35,74.96,74.86,77.69,57.75,,,,,,,,,,,,
5292.18,49.27,4748.57,75.02,75.24,73.16,72.11,57.75,,,,,,,,,,,,
5294.18,45.44,4750.57,69.19,76.45,75.32,72.23,57.75,,,,,,,,,,,,
5296.18,49.43,4752.57,75.27,77.56,78.87,78.38,57.75,,,,,,,,,,,,
5298.17,53.52,4754.56,81.50,77.88,78.32,80.67,57.75,,,,,,,,,,,,
5300.17,52.44,4756.56,79.85,79.24,76.68,76.73,57.75,,,,,,,,,,,,
5302.17,48.34,4758.56,73.61,78.90,79.04,75.09,57.75,,,,,,,,,,,,
5304.17,50.29,4760.56,76.58,81.05,80.66,81.75,57.75,,,,,,,,,,,,
5306.17,57.09,4762.56,86.93,82.24,82.55,82.70,57.75,,,,,,,,,,,,
5308.19,51.53,4764.58,78.46,79.22,80.67,80.35,57.75,,,,,,,,,,,,
5310.21,54.01,4766.60,82.24,79.26,79.48,81.78,57.75,,,,,,,,,,,,
5312.23,53.4,4768.62,81.31,77.65,78.27,78.09,57.75,,,,,,,,,,,,
5314.24,49.17,4770.63,74.87,75.48,76.43,76.74,57.75,,,,,,,,,,,,
5316.26,51.63,4772.65,78.62,76.89,75.69,77.21,57.75,,,,,,,,,,,,
5318.28,49.78,4774.67,75.80,78.47,76.31,74.22,57.75,,,,,,,,,,,,
5320.3,47.71,4776.69,72.65,82.45,79.36,76.57,57.75,,,,,,,,,,,,
5322.31,52.86,4778.70,80.49,82.30,85.71,82.72,57.75,,,,,,,,,,,,
5324.33,55.79,4780.72,84.95,87.03,82.91,88.32,57.75,,,,,,,,,,,,
5326.35,60.22,4782.74,91.70,85.44,87.72,81.88,57.75,,,,,,,,,,,,
5328.36,47.33,4784.75,72.07,81.32,83.35,85.73,57.75,,,,,,,,,,,,
5330.38,65.27,4786.77,99.39,82.86,84.41,88.99,57.75,,,,,,,,,,,,
5332.4,51.62,4788.79,78.60,77.48,77.35,76.92,57.75,,,,,,,,,,,,
5334.42,49.41,4790.81,75.24,76.60,77.10,76.72,57.75,,,,,,,,,,,,
5336.43,51.36,4792.82,78.21,78.47,77.05,78.03,57.75,,,,,,,,,,,,
5338.45,51.13,4794.84,77.86,76.50,78.56,76.47,57.75,,,,,,,,,,,,
5340.47,49.31,4796.86,75.08,78.58,76.04,78.91,57.75,,,,,,,,,,,,
5342.48,54.34,4798.87,82.74,78.40,79.74,76.52,57.75,,,,,,,,,,,,
5344.5,46.17,4800.89,70.30,77.62,76.96,78.24,57.75,,,,,,,,,,,,
5346.52,56.59,4802.91,86.17,78.61,80.05,80.28,57.75,,,,,,,,,,,,
5348.54,48.86,4804.93,74.40,76.60,76.09,77.00,57.75,,,,,,,,,,,,
5350.55,52.27,4806.94,79.59,78.10,77.33,76.93,57.75,,,,,,,,,,,,
5352.57,48.78,4808.96,74.28,78.15,77.60,76.20,57.75,,,,,,,,,,,,
5354.59,51.3,4810.98,78.11,76.63,79.43,79.26,57.75,,,,,,,,,,,,
5356.6,52.8,4812.99,80.40,73.98,76.13,80.09,57.75,,,,,,,,,,,,
5358.6,52.4,4814.99,79.79,70.48,71.85,74.00,57.75,,,,,,,,,,,,
5360.6,44.79,4816.99,68.20,67.68,67.37,67.87,57.75,,,,,,,,,,,,
5362.6,44.36,4818.99,67.55,66.55,67.51,66.96,57.75,,,,,,,,,,,,
5364.6,43.59,4820.99,66.37,67.53,66.21,67.49,57.75,,,,,,,,,,,,
5366.59,45.06,4822.98,68.61,68.63,67.91,66.13,57.75,,,,,,,,,,,,
5368.59,41.8,4824.98,63.65,69.96,68.63,67.56,57.75,,,,,,,,,,,,
5370.59,46.94,4826.98,71.48,70.94,72.06,71.13,57.75,,,,,,,,,,,,
5372.59,46.48,4828.98,70.78,73.71,70.76,72.35,57.75,,,,,,,,,,,,
5374.59,48.55,4830.98,73.93,74.35,74.69,70.75,57.75,,,,,,,,,,,,
5376.59,44.38,4832.98,67.58,73.88,74.49,75.08,57.75,,,,,,,,,,,,
5378.59,54.23,4834.98,82.58,75.22,75.98,77.95,57.75,,,,,,,,,,,,
5380.58,48.15,4836.97,73.32,71.59,72.77,72.69,57.75,,,,,,,,,,,,
5382.58,47.32,4838.97,72.05,70.94,71.02,72.50,57.75,,,,,,,,,,,,
5384.58,47.9,4840.97,72.94,69.62,70.57,70.50,57.75,,,,,,,,,,,,
5386.58,44.7,4842.97,68.06,68.58,68.52,69.38,57.75,,,,,,,,,,,,
5388.58,46.43,4844.97,70.70,70.29,68.75,68.74,57.75,,,,,,,,,,,,
5390.58,43.86,4846.97,66.79,72.20,70.16,67.78,57.75,,,,,,,,,,,,
5392.58,45.16,4848.97,68.77,75.36,74.00,71.84,57.75,,,,,,,,,,,,
5394.58,49.2,4850.97,74.92,78.69,77.56,76.61,57.75,,,,,,,,,,,,
5396.57,51.43,4852.96,78.31,76.57,79.95,78.88,57.75,,,,,,,,,,,,
5398.57,52.17,4854.96,79.44,62.98,75.99,80.77,57.75,,,,,,,,,,,,
5400.57,53.92,4856.96,82.10,48.61,57.50,74.26,57.75,,,,,,,,,,,,
5402.57,43.62,4858.96,66.42,31.96,37.44,45.19,57.75,,,,,,,,,,,,
5404.57,15.74,4860.96,23.97,18.88,20.48,22.95,57.75,,,,,,,,,,,,
5406.57,14.41,4862.96,21.94,17.72,17.19,18.73,57.75,,,,,,,,,,,,
5408.57,10.19,4864.96,15.52,14.89,16.31,14.81,57.75,,,,,,,,,,,,
5410.58,9.26,4866.97,14.10,14.64,14.68,16.70,57.75,,,,,,,,,,,,
5412.59,12.68,4868.98,19.31,14.55,14.82,14.97,57.75,,,,,,,,,,,,
5414.6,6.98,4870.99,10.63,13.98,12.96,12.57,57.75,,,,,,,,,,,,
5416.61,9.53,4873.00,14.51,15.97,15.10,14.13,57.75,,,,,,,,,,,,
5418.62,9.03,4875.01,13.75,17.38,16.45,15.39,57.75,,,,,,,,,,,,
5420.63,11.18,4877.02,17.02,16.86,18.59,17.80,57.75,,,,,,,,,,,,
5422.64,12.2,4879.03,18.58,18.22,16.81,19.38,57.75,,,,,,,,,,,,
5424.64,13.25,4881.03,20.18,21.32,18.10,15.92,57.75,,,,,,,,,,,,
5426.65,7.66,4883.04,11.66,20.53,21.70,17.06,57.75,,,,,,,,,,,,
5428.66,14.75,4885.05,22.46,23.29,23.48,26.72,57.75,,,,,,,,,,,,
5430.67,20.35,4887.06,30.99,24.35,23.56,23.99,57.75,,,,,,,,,,,,
5432.68,11.16,4889.07,16.99,21.52,22.14,19.85,57.75,,,,,,,,,,,,
5434.69,14.91,4891.08,22.70,22.69,23.03,24.71,57.75,,,,,,,,,,,,
5436.7,17.54,4893.09,26.71,21.41,22.68,23.20,57.75,,,,,,,,,,,,
5438.7,12.93,4895.09,19.69,19.82,19.65,20.67,57.75,,,,,,,,,,,,
5440.71,14.22,4897.10,21.65,20.71,19.87,19.63,57.75,,,,,,,,,,,,
5442.72,11.56,4899.11,17.60,18.62,20.40,18.97,57.75,,,,,,,,,,,,
5444.73,13.36,4901.12,20.34,19.05,18.96,21.80,57.75,,,,,,,,,,,,
5446.74,15.27,4903.13,23.25,18.78,18.62,18.26,57.75,,,,,,,,,,,,
5448.75,8.72,4905.14,13.28,19.15,17.29,16.30,57.75,,,,,,,,,,,,
5450.76,12.69,4907.15,19.32,20.24,21.11,19.30,57.75,,,,,,,,,,,,
5452.77,12.66,4909.16,19.28,25.78,20.54,22.00,57.75,,,,,,,,,,,,
5454.77,16.24,4911.16,24.73,23.43,27.94,21.17,57.75,,,,,,,,,,,,
5456.78,11.57,4913.17,17.62,21.80,23.00,29.55,57.75,,,,,,,,,,,,
5458.77,27.24,4915.16,41.48,21.75,23.20,25.69,57.75,,,,,,,,,,,,
5460.76,6.5,4917.15,9.90,16.91,15.18,14.05,57.75,,,,,,,,,,,,
5462.74,11.96,4919.13,18.21,17.19,19.24,17.82,57.75,,,,,,,,,,,,
5464.73,11.44,4921.12,17.42,16.85,16.85,19.76,57.75,,,,,,,,,,,,
5466.72,14.51,4923.11,22.09,17.82,16.66,16.56,57.75,,,,,,,,,,,,
5468.71,7.24,4925.10,11.02,18.25,16.40,13.94,57.75,,,,,,,,,,,,
5470.7,11.07,4927.09,16.86,18.92,20.66,19.09,57.75,,,,,,,,,,,,
5472.69,14,4929.08,21.32,18.30,19.61,22.57,57.75,,,,,,,,,,,,
5474.67,15.64,4931.06,23.82,17.09,17.30,18.76,57.75,,,,,,,,,,,,
5476.66,9,4933.05,13.70,15.29,14.85,14.04,57.75,,,,,,,,,,,,
5478.65,9.44,4935.04,14.37,16.99,15.82,15.42,57.75,,,,,,,,,,,,
5480.64,10.81,4937.03,16.46,18.85,17.87,16.54,57.75,,,,,,,,,,,,
5482.63,10.91,4939.02,16.61,17.67,19.65,18.57,57.75,,,,,,,,,,,,
